job_title,experience_level,company_size,company_location,employment_type,remote_ratio,years_experience,salary_usd
Business Intelligence Analyst,Mid,Large,Germany,Contract,50,14.0,113071.0
Business Intelligence Analyst,Executive,Large,Australia,Part-time,50,0.0,122792.0
AI Engineer,Mid,Large,USA,Contract,0,8.0,93844.0
Data Engineer,Entry,Small,India,Contract,100,12.0,
Data Scientist,Senior,Large,USA,Full-time,100,6.0,128799.0
Data Scientist,Entry,Small,Australia,Full-time,100,5.0,37685.0
Machine Learning Engineer,Senior,Medium,,Full-time,100,12.0,156212.0
AI Engineer,Executive,Large,UK,Full-time,0,1.0,134428.0
Machine Learning Engineer,Senior,Large,USA,Contract,50,2.0,98159.0
Machine Learning Engineer,Mid,Large,UK,Part-time,50,0.0,44100.0
Machine Learning Engineer,Mid,Medium,India,Full-time,100,14.0,116374.0
Data Engineer,Entry,Small,,Full-time,0,9.0,61004.0
Data Engineer,Senior,Small,India,Full-time,0,12.0,145521.0
Data Analyst,Senior,Large,Canada,Part-time,100,4.0,111412.0
Data Analyst,Mid,Medium,Canada,Full-time,100,8.0,91755.0
Machine Learning Engineer,Entry,Medium,UK,Part-time,100,12.0,89681.0
AI Engineer,Entry,Medium,India,Contract,50,5.0,54017.0
Data Scientist,Entry,Medium,India,Contract,100,4.0,33890.0
Data Engineer,Senior,Medium,,Contract,50,11.0,152175.0
AI Engineer,Mid,Small,India,Part-time,0,2.0,59191.0
Business Intelligence Analyst,Senior,Small,USA,Full-time,0,4.0,100151.0
Data Engineer,Senior,Small,Germany,Full-time,50,,134447.0
Data Engineer,Entry,Large,Germany,Full-time,50,11.0,78861.0
Data Analyst,Mid,Medium,Germany,Full-time,50,1.0,63475.0
Data Scientist,Mid,Large,,Full-time,50,4.0,75032.0
Data Scientist,Mid,Medium,India,Part-time,100,5.0,69599.0
Business Intelligence Analyst,Senior,Small,Australia,Contract,0,,137274.0
Business Intelligence Analyst,Senior,Large,India,Full-time,100,,127218.0
Data Engineer,Senior,Small,USA,Contract,50,7.0,117977.0
Machine Learning Engineer,Entry,Medium,Australia,Part-time,100,14.0,97226.0
Data Analyst,Entry,Medium,Australia,Part-time,100,,33793.0
Data Analyst,Senior,Medium,Australia,Full-time,0,8.0,121659.0
Data Engineer,Entry,Small,Canada,Part-time,100,3.0,30162.0
AI Engineer,Mid,Medium,USA,Contract,0,11.0,105705.0
Machine Learning Engineer,Entry,Small,Germany,Full-time,50,8.0,66040.0
Data Engineer,Mid,Large,USA,Full-time,100,10.0,94270.0
Machine Learning Engineer,Entry,Medium,Canada,Contract,50,6.0,53286.0
Machine Learning Engineer,Mid,Medium,India,Full-time,0,,68603.0
Machine Learning Engineer,Executive,Medium,USA,Full-time,50,3.0,148772.0
Data Engineer,Entry,Large,Australia,Contract,50,1.0,32600.0
Data Analyst,Entry,Medium,Germany,Full-time,0,7.0,47291.0
Data Analyst,Mid,Small,Germany,Full-time,50,5.0,78123.0
Machine Learning Engineer,Senior,Small,India,Contract,50,11.0,138811.0
AI Engineer,Entry,Medium,USA,Part-time,50,14.0,93347.0
Data Scientist,Mid,Medium,Canada,Contract,100,2.0,63851.0
Data Engineer,Entry,Large,India,Full-time,50,6.0,55513.0
Data Scientist,Senior,Large,USA,Contract,0,9.0,130142.0
AI Engineer,Mid,Large,UK,Full-time,100,6.0,82194.0
Data Engineer,Senior,Medium,Germany,Full-time,100,5.0,112526.0
Machine Learning Engineer,Senior,Large,Canada,Contract,0,1.0,104362.0
Data Analyst,Entry,Large,Australia,Full-time,50,7.0,58513.0
Data Scientist,Senior,Small,Canada,Part-time,100,0.0,92084.0
Business Intelligence Analyst,Entry,Large,Australia,Full-time,100,12.0,83349.0
Business Intelligence Analyst,Senior,Small,Canada,Contract,100,0.0,95068.0
AI Engineer,Mid,Small,Germany,Part-time,50,5.0,69595.0
Machine Learning Engineer,Senior,Large,Australia,Part-time,100,4.0,115402.0
Data Scientist,Entry,Small,USA,Full-time,0,8.0,59955.0
Machine Learning Engineer,Entry,Medium,Australia,Contract,50,,88554.0
Data Scientist,Mid,Medium,India,Full-time,0,11.0,108996.0
AI Engineer,Mid,Large,USA,Full-time,0,6.0,89405.0
AI Engineer,Entry,Medium,India,Contract,100,1.0,16185.0
Business Intelligence Analyst,Mid,Small,Canada,Contract,100,12.0,103285.0
Machine Learning Engineer,Entry,Medium,USA,Full-time,100,11.0,68447.0
Data Engineer,Mid,Large,Canada,Part-time,0,6.0,80662.0
Business Intelligence Analyst,Senior,Large,UK,Full-time,50,14.0,154899.0
Machine Learning Engineer,Mid,Small,Canada,Part-time,100,2.0,66060.0
Business Intelligence Analyst,Entry,Large,Canada,Full-time,100,0.0,11935.0
Data Engineer,Mid,Medium,India,Contract,0,,99445.0
Data Analyst,Entry,Large,Australia,Part-time,50,7.0,54274.0
Data Analyst,Executive,Small,UK,Contract,0,13.0,195335.0
Data Analyst,Entry,Large,Canada,Contract,100,11.0,82669.0
Data Analyst,Senior,Medium,Canada,Contract,0,2.0,98545.0
Data Scientist,Executive,Small,UK,Contract,100,10.0,177479.0
Data Analyst,Senior,Medium,UK,Contract,50,7.0,120255.0
Data Engineer,Mid,Small,USA,Full-time,0,6.0,88269.0
AI Engineer,Senior,Large,India,Part-time,100,11.0,140062.0
AI Engineer,Executive,Small,UK,Full-time,100,14.0,197066.0
Data Scientist,Mid,Small,UK,Full-time,100,1.0,55712.0
Data Analyst,Mid,Large,,Full-time,100,12.0,115991.0
Data Analyst,Mid,Medium,Australia,Contract,0,,108022.0
Data Analyst,Mid,Large,UK,Full-time,100,,106547.0
Business Intelligence Analyst,Mid,Small,India,Part-time,0,0.0,52210.0
Machine Learning Engineer,Mid,Large,Australia,Full-time,100,6.0,74204.0
Business Intelligence Analyst,Entry,Small,Australia,Contract,0,12.0,77590.0
Machine Learning Engineer,Entry,Large,Canada,Part-time,0,0.0,11368.0
Data Analyst,Entry,Large,Canada,Part-time,100,5.0,46529.0
Data Analyst,Entry,Medium,Canada,Part-time,100,12.0,88141.0
Business Intelligence Analyst,Entry,Small,Canada,Part-time,100,10.0,75945.0
Business Intelligence Analyst,Mid,Medium,Germany,Full-time,100,9.0,94709.0
Machine Learning Engineer,Entry,Small,UK,Contract,50,10.0,73644.0
AI Engineer,Senior,Large,Canada,Part-time,100,9.0,129917.0
Machine Learning Engineer,Entry,Small,USA,Part-time,100,7.0,64868.0
Business Intelligence Analyst,Entry,Medium,Canada,Contract,100,6.0,51877.0
Data Engineer,Senior,Medium,UK,Full-time,0,3.0,108224.0
Business Intelligence Analyst,Mid,Medium,Canada,Part-time,100,0.0,43052.0
Data Engineer,Entry,Small,Germany,Full-time,0,0.0,18382.0
Data Scientist,Senior,Medium,India,Full-time,0,3.0,112316.0
Business Intelligence Analyst,Senior,Medium,India,Full-time,0,4.0,107240.0
Data Scientist,Mid,Medium,UK,Full-time,0,11.0,98238.0
AI Engineer,Mid,Large,India,Part-time,50,6.0,80407.0
Machine Learning Engineer,Executive,Large,India,Part-time,100,13.0,185565.0
Data Engineer,Mid,Small,USA,Full-time,0,3.0,60558.0
Machine Learning Engineer,Mid,Small,UK,Full-time,100,9.0,101375.0
Data Scientist,Senior,Medium,UK,Contract,0,13.0,162127.0
Data Engineer,Entry,Large,India,Contract,50,11.0,76103.0
Machine Learning Engineer,Mid,Medium,India,Contract,0,0.0,55174.0
Business Intelligence Analyst,Entry,Medium,India,Part-time,100,10.0,
Data Analyst,Senior,Large,Australia,Contract,100,9.0,133753.0
Data Scientist,Mid,Large,Germany,Part-time,50,6.0,75629.0
Machine Learning Engineer,Mid,Large,Canada,Part-time,100,1.0,51318.0
Data Scientist,Entry,Small,Germany,Part-time,100,12.0,70301.0
Data Scientist,Entry,Small,UK,Part-time,0,10.0,67506.0
Data Engineer,Mid,Medium,USA,Contract,100,1.0,53701.0
Data Engineer,Senior,Small,Canada,Full-time,0,7.0,121962.0
Data Analyst,Mid,Large,USA,Full-time,50,11.0,100429.0
Business Intelligence Analyst,Entry,Large,Australia,Full-time,100,9.0,70866.0
Data Scientist,Senior,Small,UK,Contract,0,9.0,132248.0
Machine Learning Engineer,Entry,Medium,Australia,Full-time,100,9.0,74829.0
AI Engineer,Executive,Medium,UK,Contract,0,4.0,142203.0
Data Scientist,Entry,Small,USA,Contract,50,9.0,74218.0
Data Scientist,Mid,Medium,USA,Contract,0,1.0,47479.0
Data Analyst,Entry,Medium,USA,Full-time,100,4.0,40386.0
Business Intelligence Analyst,Senior,Medium,UK,Full-time,0,7.0,115434.0
AI Engineer,Mid,Large,India,Full-time,100,5.0,75230.0
Data Engineer,Entry,Large,USA,Part-time,50,2.0,21706.0
Data Engineer,Mid,Small,Australia,Contract,0,7.0,80725.0
Machine Learning Engineer,Entry,Large,Canada,Part-time,100,14.0,
AI Engineer,Entry,Medium,UK,Contract,100,13.0,78959.0
Data Engineer,Senior,Large,Australia,Full-time,100,8.0,134521.0
Machine Learning Engineer,Mid,Small,Germany,Contract,0,4.0,71143.0
Business Intelligence Analyst,Senior,Large,Germany,Contract,0,12.0,146825.0
Machine Learning Engineer,Mid,Medium,Canada,Part-time,0,1.0,51347.0
Data Engineer,Mid,Medium,India,Contract,50,1.0,57841.0
Data Analyst,Entry,Small,USA,Full-time,100,6.0,42713.0
Data Analyst,Entry,Large,UK,Contract,100,0.0,21561.0
Data Analyst,Senior,Large,Australia,Contract,50,9.0,137787.0
Data Engineer,Executive,Large,USA,Contract,50,11.0,181512.0
Data Analyst,Entry,Medium,Australia,Part-time,0,1.0,25596.0
AI Engineer,Entry,Small,UK,Contract,0,9.0,74930.0
Business Intelligence Analyst,Mid,Large,Germany,Contract,0,3.0,70182.0
Machine Learning Engineer,Executive,Medium,USA,Part-time,0,0.0,138687.0
Machine Learning Engineer,Entry,Medium,Canada,Part-time,0,3.0,28221.0
Data Engineer,Mid,Medium,India,Part-time,0,,101082.0
Data Analyst,Senior,Large,Canada,Part-time,50,11.0,143637.0
Data Analyst,Entry,Large,India,Full-time,50,10.0,73123.0
Data Scientist,Entry,Large,Australia,Full-time,50,12.0,83042.0
Business Intelligence Analyst,Mid,Large,USA,Contract,100,9.0,99133.0
AI Engineer,Senior,Large,USA,Full-time,100,14.0,167976.0
Machine Learning Engineer,Entry,Large,India,Contract,0,4.0,35608.0
Data Scientist,Mid,Large,Germany,Full-time,50,8.0,85526.0
Data Scientist,Mid,Large,,Part-time,100,0.0,46472.0
Data Engineer,Mid,Large,Canada,Part-time,100,11.0,97775.0
Machine Learning Engineer,Mid,Medium,Australia,Full-time,50,4.0,75828.0
Data Engineer,Mid,Large,Canada,Full-time,100,1.0,57008.0
AI Engineer,Mid,Small,Canada,Contract,100,8.0,97974.0
Data Scientist,Mid,Medium,Australia,Contract,50,5.0,80055.0
Data Scientist,Mid,Large,Australia,Contract,100,1.0,63615.0
Business Intelligence Analyst,Mid,Small,USA,Part-time,50,13.0,110118.0
AI Engineer,Senior,Large,,Part-time,100,2.0,97960.0
Data Scientist,Entry,Small,UK,Part-time,50,13.0,92945.0
AI Engineer,Senior,Small,UK,Part-time,100,7.0,127464.0
Machine Learning Engineer,Senior,Small,India,Contract,100,0.0,87596.0
Data Analyst,Entry,Small,Australia,Part-time,50,11.0,72240.0
Data Scientist,Mid,Medium,USA,Part-time,100,2.0,54942.0
Business Intelligence Analyst,Mid,Medium,UK,Part-time,50,12.0,119622.0
Machine Learning Engineer,Entry,Small,,Part-time,50,9.0,68536.0
AI Engineer,Mid,Large,USA,Full-time,100,0.0,41600.0
Data Engineer,Entry,Small,USA,Contract,0,10.0,65700.0
Machine Learning Engineer,Entry,Medium,UK,Contract,100,10.0,66071.0
Data Scientist,Senior,Large,Germany,Part-time,0,7.0,125248.0
AI Engineer,Entry,Medium,India,Full-time,0,0.0,22523.0
Data Analyst,Senior,Medium,UK,Contract,100,12.0,157093.0
Machine Learning Engineer,Mid,Large,Germany,Contract,0,4.0,79355.0
Data Scientist,Senior,Small,USA,Part-time,50,3.0,112177.0
Business Intelligence Analyst,Mid,Small,Germany,Part-time,50,6.0,
Data Engineer,Entry,Small,USA,Contract,0,13.0,86047.0
AI Engineer,Mid,Small,UK,Contract,50,4.0,65765.0
Machine Learning Engineer,Entry,Large,Australia,Full-time,100,7.0,45026.0
Machine Learning Engineer,Mid,Large,UK,Contract,50,11.0,
Data Analyst,Senior,Large,Canada,Contract,0,13.0,164485.0
Data Analyst,Entry,Medium,Canada,Part-time,100,10.0,66609.0
Business Intelligence Analyst,Mid,Large,,Contract,50,0.0,49314.0
Data Engineer,Senior,Small,UK,Part-time,100,4.0,116258.0
Business Intelligence Analyst,Senior,Medium,India,Contract,0,3.0,100309.0
Data Scientist,Mid,Small,UK,Contract,50,2.0,50011.0
Data Scientist,Entry,Small,Australia,Contract,100,4.0,45389.0
Business Intelligence Analyst,Mid,Large,Germany,Full-time,100,9.0,98671.0
Data Engineer,Entry,Large,UK,Part-time,50,14.0,85774.0
Business Intelligence Analyst,Senior,Small,UK,Full-time,100,,106563.0
Data Engineer,Executive,Small,USA,Contract,100,7.0,155796.0
Data Engineer,Senior,Medium,USA,Full-time,0,12.0,147279.0
AI Engineer,Senior,Large,USA,Part-time,0,2.0,97188.0
Data Engineer,Entry,Medium,UK,Contract,0,0.0,12024.0
Data Analyst,Senior,Medium,India,Full-time,0,8.0,127666.0
Data Engineer,Senior,Medium,Germany,Full-time,0,14.0,153217.0
Data Engineer,Entry,Small,Germany,Part-time,0,,
Data Engineer,Senior,Medium,Australia,Full-time,50,5.0,110285.0
Data Scientist,Entry,Medium,India,Part-time,0,9.0,62370.0
Data Analyst,Mid,Small,India,Contract,100,0.0,
Data Analyst,Senior,Large,Germany,Contract,50,7.0,121856.0
Business Intelligence Analyst,Mid,Large,Canada,Full-time,100,1.0,
AI Engineer,Entry,Medium,USA,Contract,0,8.0,54866.0
Data Engineer,Mid,Small,USA,Contract,0,13.0,118566.0
Machine Learning Engineer,Mid,Large,Germany,Full-time,100,7.0,80054.0
AI Engineer,Senior,Medium,India,Contract,100,2.0,99108.0
AI Engineer,Mid,Medium,Australia,Full-time,100,12.0,118454.0
Data Analyst,Mid,Small,Canada,Part-time,50,4.0,61781.0
AI Engineer,Senior,Medium,Germany,Part-time,0,8.0,137900.0
Data Engineer,Mid,Large,USA,Part-time,100,12.0,111062.0
Data Engineer,Mid,Small,UK,Full-time,0,0.0,51774.0
Data Scientist,Mid,Large,India,Full-time,100,8.0,95958.0
Data Engineer,Senior,Large,UK,Contract,0,14.0,169674.0
Data Engineer,Mid,Large,Australia,Contract,50,3.0,64638.0
Data Analyst,Mid,Medium,Germany,Contract,0,3.0,56379.0
Data Engineer,Entry,Medium,USA,Contract,100,14.0,89675.0
Data Scientist,Entry,Large,Canada,Contract,0,3.0,35266.0
Machine Learning Engineer,Entry,Large,UK,Full-time,50,9.0,72184.0
Data Analyst,Entry,Small,Canada,Full-time,50,11.0,80195.0
Machine Learning Engineer,Mid,Small,Australia,Part-time,0,8.0,90929.0
Data Analyst,Senior,Medium,USA,Part-time,100,13.0,150267.0
Business Intelligence Analyst,Mid,Medium,UK,Part-time,50,5.0,84879.0
AI Engineer,Senior,Small,Australia,Part-time,50,10.0,133257.0
Business Intelligence Analyst,Executive,Large,Canada,Full-time,0,7.0,167069.0
Data Engineer,Senior,Medium,Canada,Full-time,50,11.0,135981.0
Machine Learning Engineer,Mid,Large,UK,Full-time,50,13.0,115668.0
Data Engineer,Mid,Small,USA,Contract,100,3.0,73472.0
AI Engineer,Mid,Medium,Canada,Contract,100,2.0,69336.0
Data Analyst,Entry,Medium,Germany,Part-time,100,13.0,86656.0
AI Engineer,Mid,Small,Australia,Contract,0,0.0,58510.0
Data Scientist,Senior,Medium,UK,Full-time,50,9.0,133063.0
AI Engineer,Senior,Small,India,Part-time,0,14.0,168975.0
Data Scientist,Entry,Medium,India,Part-time,50,14.0,89665.0
AI Engineer,Mid,Small,USA,Contract,50,6.0,89706.0
Data Scientist,Senior,Medium,Germany,Part-time,50,3.0,101437.0
Machine Learning Engineer,Entry,Large,,Contract,100,13.0,85375.0
Data Engineer,Mid,Large,India,Contract,0,7.0,77861.0
Data Engineer,Senior,Large,USA,Part-time,0,13.0,157842.0
Business Intelligence Analyst,Mid,Medium,Australia,Contract,50,2.0,68039.0
Data Engineer,Entry,Medium,Germany,Contract,0,0.0,28139.0
Data Analyst,Mid,Large,Germany,Contract,100,4.0,66227.0
AI Engineer,Senior,Large,USA,Contract,0,13.0,156424.0
Business Intelligence Analyst,Mid,Small,USA,Part-time,50,1.0,54643.0
Data Analyst,Entry,Small,Canada,Full-time,100,2.0,30310.0
Data Analyst,Mid,Small,USA,Full-time,100,13.0,123951.0
Data Scientist,Mid,Large,Canada,Contract,50,5.0,80233.0
Data Engineer,Mid,Large,Canada,Contract,0,2.0,63200.0
Machine Learning Engineer,Senior,Large,UK,Contract,50,2.0,
Machine Learning Engineer,Entry,Small,,Full-time,0,11.0,75532.0
Business Intelligence Analyst,Senior,Medium,Australia,Contract,0,5.0,114680.0
Machine Learning Engineer,Entry,Large,Germany,Part-time,100,4.0,
AI Engineer,Mid,Medium,Germany,Part-time,50,9.0,92150.0
Machine Learning Engineer,Entry,Medium,UK,Part-time,100,,51766.0
Business Intelligence Analyst,Mid,Medium,Canada,Full-time,50,0.0,43549.0
Machine Learning Engineer,Mid,Small,Canada,Contract,50,12.0,118693.0
AI Engineer,Mid,Medium,USA,Contract,100,2.0,59634.0
Data Scientist,Entry,Large,UK,Contract,50,2.0,21976.0
Business Intelligence Analyst,Mid,Small,USA,Full-time,50,10.0,105560.0
Data Scientist,Entry,Large,UK,Full-time,0,5.0,47165.0
Data Scientist,Senior,Large,USA,Full-time,50,7.0,117490.0
Data Scientist,Senior,Small,India,Full-time,50,2.0,101995.0
Data Analyst,Mid,Large,Germany,Part-time,100,2.0,62019.0
Data Engineer,Mid,Large,Germany,Full-time,100,5.0,72425.0
Data Analyst,Mid,Small,Australia,Full-time,50,7.0,87857.0
Data Engineer,Entry,Large,Canada,Full-time,0,5.0,43689.0
Data Scientist,Mid,Medium,Australia,Contract,0,,103976.0
Business Intelligence Analyst,Senior,Large,India,Contract,100,11.0,149205.0
Data Engineer,Mid,Medium,Australia,Contract,50,13.0,105704.0
AI Engineer,Entry,Large,Germany,Part-time,50,9.0,60452.0
AI Engineer,Senior,Small,Canada,Part-time,0,2.0,
Machine Learning Engineer,Mid,Small,India,Full-time,0,3.0,61094.0
Data Engineer,Senior,Large,Germany,Contract,0,0.0,83681.0
Business Intelligence Analyst,Mid,Small,USA,Part-time,100,12.0,118300.0
Data Analyst,Mid,Large,UK,Contract,50,7.0,84566.0
Data Scientist,Entry,Small,India,Part-time,100,3.0,32501.0
Machine Learning Engineer,Entry,Medium,Canada,Part-time,50,5.0,36845.0
AI Engineer,Executive,Large,Australia,Full-time,100,10.0,176413.0
Data Analyst,Entry,Medium,Australia,Full-time,50,2.0,27990.0
Data Analyst,Executive,Medium,India,Part-time,0,10.0,179628.0
Data Scientist,Mid,Large,Canada,Full-time,0,11.0,108230.0
Data Engineer,Entry,Medium,India,Part-time,0,10.0,79474.0
AI Engineer,Entry,Large,Canada,Part-time,100,5.0,52754.0
Business Intelligence Analyst,Entry,Medium,Australia,Contract,0,11.0,83312.0
Data Analyst,Senior,Large,Germany,Full-time,50,10.0,131636.0
Data Scientist,Mid,Large,USA,Full-time,100,8.0,98227.0
Business Intelligence Analyst,Mid,Small,Germany,Full-time,50,8.0,94707.0
Data Engineer,Mid,Large,USA,Contract,100,9.0,102215.0
AI Engineer,Entry,Large,Australia,Contract,50,2.0,25538.0
Data Engineer,Mid,Medium,Germany,Contract,50,2.0,60317.0
Data Analyst,Entry,Large,Germany,Full-time,100,3.0,37454.0
Business Intelligence Analyst,Senior,Small,India,Full-time,100,11.0,
Business Intelligence Analyst,Mid,Medium,UK,Full-time,0,6.0,78455.0
Business Intelligence Analyst,Mid,Medium,Australia,Contract,0,2.0,65059.0
Data Analyst,Mid,Small,Canada,Contract,50,9.0,100630.0
Data Analyst,Mid,Medium,Australia,Part-time,50,7.0,76286.0
Data Engineer,Executive,Medium,Canada,Contract,50,10.0,171529.0
Machine Learning Engineer,Mid,Medium,Canada,Part-time,100,7.0,85000.0
Data Engineer,Entry,Medium,USA,Full-time,100,5.0,41655.0
AI Engineer,Mid,Small,Canada,Contract,0,3.0,56877.0
Data Scientist,Entry,Small,Canada,Full-time,50,10.0,69941.0
Business Intelligence Analyst,Entry,Medium,India,Full-time,0,11.0,83862.0
Machine Learning Engineer,Executive,Medium,Germany,Full-time,100,10.0,183055.0
Data Scientist,Senior,Small,Australia,Full-time,100,4.0,116484.0
Machine Learning Engineer,Executive,Small,Australia,Contract,100,11.0,178087.0
Data Engineer,Mid,Small,Canada,Full-time,0,1.0,50828.0
Data Analyst,Mid,Medium,UK,Part-time,100,12.0,118675.0
Business Intelligence Analyst,Entry,Medium,Australia,Contract,50,5.0,52077.0
Data Engineer,Entry,Large,Canada,Full-time,0,2.0,
Data Scientist,Senior,Small,USA,Contract,100,14.0,161432.0
Data Scientist,Mid,Medium,USA,Part-time,0,5.0,68491.0
Data Scientist,Senior,Small,,Full-time,0,11.0,148358.0
Data Scientist,Senior,Medium,Canada,Part-time,100,4.0,113354.0
Data Scientist,Entry,Small,India,Full-time,100,13.0,
Machine Learning Engineer,Mid,Medium,UK,Part-time,0,1.0,47268.0
Data Engineer,Mid,Large,Canada,Full-time,0,14.0,115632.0
Business Intelligence Analyst,Entry,Large,India,Contract,100,11.0,68783.0
Data Analyst,Senior,Small,India,Full-time,50,12.0,154479.0
Data Analyst,Mid,Medium,Australia,Contract,0,13.0,120387.0
Data Engineer,Entry,Medium,,Full-time,0,4.0,35969.0
Data Engineer,Mid,Small,Canada,Full-time,50,4.0,
Data Analyst,Executive,Medium,India,Part-time,100,13.0,193850.0
Data Analyst,Entry,Small,India,Part-time,100,8.0,65172.0
Machine Learning Engineer,Senior,Medium,India,Part-time,50,10.0,147402.0
AI Engineer,Entry,Small,Australia,Full-time,100,7.0,63337.0
Business Intelligence Analyst,Senior,Medium,Canada,Full-time,100,11.0,138657.0
Data Scientist,Senior,Small,India,Full-time,0,11.0,153680.0
AI Engineer,Mid,Medium,USA,Contract,0,6.0,87158.0
Data Engineer,Mid,Large,Canada,Contract,0,14.0,129195.0
Data Analyst,Senior,Medium,Australia,Full-time,50,14.0,159572.0
AI Engineer,Mid,Small,USA,Part-time,100,,98182.0
Business Intelligence Analyst,Senior,Large,Germany,Part-time,100,12.0,152979.0
Data Engineer,Entry,Medium,Canada,Part-time,0,,87867.0
Data Scientist,Senior,Large,Germany,Full-time,0,13.0,
Data Scientist,Senior,Medium,,Part-time,50,2.0,103006.0
Business Intelligence Analyst,Senior,Large,Australia,Full-time,100,9.0,129329.0
Business Intelligence Analyst,Entry,Small,India,Contract,50,3.0,28097.0
Data Analyst,Mid,Medium,Australia,Part-time,100,5.0,66404.0
Data Scientist,Mid,Medium,UK,Contract,50,,55101.0
Data Engineer,Mid,Small,India,Part-time,0,10.0,91369.0
AI Engineer,Mid,Large,Germany,Full-time,50,8.0,86665.0
Data Engineer,Entry,Small,Australia,Full-time,50,7.0,63448.0
Machine Learning Engineer,Senior,Small,India,Full-time,0,5.0,107765.0
Machine Learning Engineer,Mid,Large,Canada,Full-time,100,3.0,74201.0
Business Intelligence Analyst,Entry,Small,Australia,Part-time,100,6.0,40716.0
Data Analyst,Mid,Medium,Australia,Contract,0,12.0,113850.0
Machine Learning Engineer,Mid,Medium,India,Full-time,50,14.0,111711.0
Data Scientist,Entry,Medium,UK,Part-time,50,10.0,66261.0
Data Engineer,Executive,Small,India,Contract,50,2.0,146392.0
Data Engineer,Senior,Medium,Germany,Full-time,100,9.0,131086.0
Business Intelligence Analyst,Mid,Medium,Germany,Contract,50,14.0,124362.0
AI Engineer,Entry,Medium,Australia,Full-time,100,7.0,56223.0
Business Intelligence Analyst,Senior,Medium,Australia,Contract,50,0.0,96220.0
AI Engineer,Mid,Medium,India,Contract,0,2.0,63392.0
Business Intelligence Analyst,Mid,Medium,Germany,Full-time,0,10.0,92246.0
Business Intelligence Analyst,Mid,Small,Germany,Part-time,100,4.0,
Business Intelligence Analyst,Mid,Medium,UK,Contract,100,4.0,77234.0
AI Engineer,Mid,Medium,Canada,Full-time,0,9.0,102491.0
AI Engineer,Mid,Large,UK,Contract,0,13.0,121683.0
Business Intelligence Analyst,Mid,Small,USA,Contract,50,1.0,54669.0
Machine Learning Engineer,Senior,Small,UK,Part-time,0,9.0,126082.0
Data Analyst,Mid,Small,India,Contract,100,7.0,86148.0
Data Analyst,Senior,Small,Canada,Contract,0,4.0,108167.0
Data Analyst,Senior,Medium,India,Full-time,100,6.0,119557.0
AI Engineer,Mid,Medium,USA,Full-time,100,14.0,129184.0
AI Engineer,Mid,Large,Canada,Part-time,50,6.0,81728.0
Machine Learning Engineer,Mid,Large,Australia,Contract,50,13.0,108951.0
Data Analyst,Mid,Small,Germany,Contract,50,4.0,74677.0
Data Analyst,Senior,Large,UK,Contract,50,7.0,130969.0
Business Intelligence Analyst,Mid,Large,India,Part-time,0,8.0,88967.0
AI Engineer,Executive,Small,USA,Contract,50,3.0,141768.0
Data Analyst,Entry,Small,Germany,Full-time,0,3.0,42836.0
Data Engineer,Entry,Large,UK,Part-time,50,7.0,63065.0
Machine Learning Engineer,Mid,Medium,Germany,Full-time,50,0.0,
Data Engineer,Entry,Large,UK,Full-time,100,14.0,82303.0
Data Engineer,Entry,Large,Australia,Part-time,0,3.0,40163.0
Machine Learning Engineer,Mid,Medium,Canada,Full-time,100,5.0,72157.0
Data Engineer,Entry,Medium,Germany,Contract,50,12.0,88235.0
Data Analyst,Entry,Small,Germany,Part-time,0,3.0,
AI Engineer,Executive,Small,Germany,Full-time,50,5.0,161129.0
Machine Learning Engineer,Entry,Large,Canada,Contract,100,4.0,39519.0
Business Intelligence Analyst,Senior,Medium,USA,Contract,0,13.0,145244.0
Data Engineer,Senior,Small,,Full-time,100,8.0,128948.0
Machine Learning Engineer,Senior,Large,Australia,Contract,50,9.0,134015.0
Data Scientist,Entry,Medium,Germany,Part-time,50,8.0,61019.0
Data Scientist,Senior,Large,Canada,Full-time,50,3.0,97779.0
AI Engineer,Mid,Small,USA,Contract,0,12.0,118230.0
Data Analyst,Mid,Small,UK,Contract,100,13.0,118723.0
AI Engineer,Mid,Medium,Canada,Full-time,100,3.0,67803.0
AI Engineer,Senior,Large,Australia,Full-time,50,,151857.0
AI Engineer,Mid,Medium,Australia,Full-time,100,7.0,88698.0
AI Engineer,Senior,Small,UK,Full-time,0,9.0,126792.0
Business Intelligence Analyst,Mid,Small,Germany,Part-time,50,14.0,125376.0
Business Intelligence Analyst,Senior,Large,Australia,Full-time,50,3.0,113118.0
Machine Learning Engineer,Executive,Large,USA,Part-time,50,1.0,138117.0
Data Scientist,Entry,Large,Canada,Part-time,0,12.0,
AI Engineer,Executive,Medium,USA,Full-time,50,12.0,185188.0
Machine Learning Engineer,Entry,Large,Germany,Part-time,50,13.0,91018.0
Data Scientist,Entry,Large,USA,Full-time,50,14.0,
Data Engineer,Entry,Small,USA,Full-time,50,1.0,20281.0
Data Analyst,Mid,Small,India,Contract,100,0.0,40944.0
Business Intelligence Analyst,Mid,Large,USA,Full-time,50,4.0,61511.0
Data Engineer,Entry,Large,UK,Contract,0,14.0,92718.0
Data Scientist,Entry,Small,Canada,Part-time,50,5.0,52242.0
Data Engineer,Senior,Large,India,Contract,50,8.0,139944.0
Data Analyst,Senior,Medium,Canada,Part-time,100,4.0,108369.0
Data Scientist,Senior,Medium,Canada,Full-time,50,12.0,152120.0
Data Engineer,Senior,Medium,Germany,Part-time,100,5.0,118721.0
