,job_title,experience_level,company_size,company_location,employment_type,remote_ratio,years_experience,salary_usd
760,Data Engineer,Entry,Medium,Canada,Full-time,50,3.0,34821.0
761,Machine Learning Engineer,Mid,Medium,USA,Full-time,0,9.0,101952.0
762,Data Analyst,Senior,Large,Canada,Part-time,100,1.0,90283.0
763,Business Intelligence Analyst,Mid,Small,UK,Part-time,0,7.0,88119.0
764,Data Scientist,Mid,Medium,Australia,Contract,100,9.0,92664.0
765,Machine Learning Engineer,Mid,Medium,Canada,Full-time,100,6.0,77511.0
766,Machine Learning Engineer,Entry,Medium,Australia,Part-time,100,10.0,65465.0
767,Data Engineer,Mid,Large,Canada,Full-time,50,1.0,57557.0
768,Machine Learning Engineer,Entry,Medium,Germany,Contract,0,5.0,39382.0
769,Data Analyst,Entry,Medium,UK,Part-time,50,13.0,88269.0
770,Business Intelligence Analyst,Entry,Small,India,Part-time,100,7.0,62263.0
771,Business Intelligence Analyst,Mid,Small,India,Part-time,100,6.0,79408.0
772,Data Scientist,Senior,Medium,India,Full-time,50,14.0,163690.0
773,Data Engineer,Entry,Medium,UK,Contract,50,0.0,15069.0
774,Data Scientist,Mid,Small,India,Full-time,0,4.0,79623.0
775,Machine Learning Engineer,Mid,Large,UK,Part-time,100,1.0,56672.0
776,Data Scientist,Entry,Large,India,Contract,50,5.0,51891.0
777,Data Analyst,Senior,Large,Australia,Part-time,100,6.0,88269.0
778,Business Intelligence Analyst,Mid,Large,Germany,Part-time,100,13.0,122509.0
779,Machine Learning Engineer,Mid,Large,India,Full-time,0,13.0,122269.0
780,Data Scientist,Mid,Large,Australia,Part-time,0,6.0,89225.0
781,Data Engineer,Entry,Large,Canada,Contract,0,2.0,27975.0
782,Data Analyst,Mid,Large,UK,Part-time,50,6.0,82069.0
783,Data Analyst,Mid,Small,USA,Part-time,100,14.0,116565.0
784,Data Scientist,Senior,Large,USA,Full-time,50,7.0,104870.0
785,Business Intelligence Analyst,Entry,Large,UK,Contract,50,7.0,63909.0
786,Data Scientist,Mid,Large,Germany,Full-time,0,14.0,119117.0
787,Machine Learning Engineer,Mid,Medium,India,Part-time,100,11.0,96938.0
788,Data Scientist,Entry,Small,Germany,Full-time,100,7.0,56554.0
789,Data Analyst,Mid,Small,USA,Full-time,0,6.0,73232.0
790,Data Scientist,Senior,Small,Australia,Full-time,100,5.0,108465.0
791,Business Intelligence Analyst,Senior,Large,UK,Full-time,0,1.0,85440.0
792,Data Engineer,Mid,Large,UK,Part-time,50,5.0,81845.0
793,AI Engineer,Senior,Medium,Germany,Part-time,50,12.0,145413.0
794,Data Scientist,Executive,Small,Australia,Contract,0,11.0,186663.0
795,Business Intelligence Analyst,Senior,Large,Germany,Full-time,50,14.0,155755.0
796,Business Intelligence Analyst,Entry,Small,India,Full-time,50,10.0,65012.0
797,Data Engineer,Senior,Medium,Canada,Contract,0,8.0,139547.0
798,Data Analyst,Mid,Medium,Australia,Full-time,50,14.0,126126.0
799,Business Intelligence Analyst,Executive,Medium,Canada,Contract,100,1.0,88269.0
800,Business Intelligence Analyst,Mid,Small,India,Part-time,50,0.0,40005.0
801,Business Intelligence Analyst,Entry,Large,Canada,Contract,0,10.0,64776.0
802,Business Intelligence Analyst,Senior,Large,USA,Full-time,100,12.0,147038.0
803,Machine Learning Engineer,Mid,Medium,Canada,Contract,100,4.0,88269.0
804,Machine Learning Engineer,Executive,Large,India,Part-time,50,10.0,173970.0
805,Data Analyst,Executive,Medium,Canada,Full-time,100,5.0,156050.0
806,Data Scientist,Mid,Small,UK,Part-time,0,2.0,52606.0
807,Business Intelligence Analyst,Entry,Medium,Germany,Part-time,100,7.0,61482.0
808,Data Engineer,Mid,Small,USA,Contract,50,6.0,70525.0
809,Data Scientist,Entry,Medium,UK,Part-time,50,1.0,21337.0
810,Data Engineer,Entry,Large,UK,Full-time,100,11.0,66180.0
811,Data Scientist,Senior,Large,India,Part-time,0,6.0,123057.0
812,Data Analyst,Entry,Medium,Germany,Part-time,0,14.0,85922.0
813,Business Intelligence Analyst,Mid,Large,Germany,Contract,50,14.0,113071.0
814,Business Intelligence Analyst,Executive,Large,Australia,Part-time,50,0.0,122792.0
815,AI Engineer,Mid,Large,USA,Contract,0,8.0,93844.0
816,Data Engineer,Entry,Small,India,Contract,100,12.0,88269.0
817,Data Scientist,Senior,Large,USA,Full-time,100,6.0,128799.0
818,Data Scientist,Entry,Small,Australia,Full-time,100,5.0,37685.0
819,Machine Learning Engineer,Senior,Medium,India,Full-time,100,12.0,156212.0
820,AI Engineer,Executive,Large,UK,Full-time,0,1.0,134428.0
821,Machine Learning Engineer,Senior,Large,USA,Contract,50,2.0,98159.0
822,Machine Learning Engineer,Mid,Large,UK,Part-time,50,0.0,44100.0
823,Machine Learning Engineer,Mid,Medium,India,Full-time,100,14.0,116374.0
824,Data Engineer,Entry,Small,India,Full-time,0,9.0,61004.0
825,Data Engineer,Senior,Small,India,Full-time,0,12.0,145521.0
826,Data Analyst,Senior,Large,Canada,Part-time,100,4.0,111412.0
827,Data Analyst,Mid,Medium,Canada,Full-time,100,8.0,91755.0
828,Machine Learning Engineer,Entry,Medium,UK,Part-time,100,12.0,89681.0
829,AI Engineer,Entry,Medium,India,Contract,50,5.0,54017.0
830,Data Scientist,Entry,Medium,India,Contract,100,4.0,33890.0
831,Data Engineer,Senior,Medium,India,Contract,50,11.0,152175.0
832,AI Engineer,Mid,Small,India,Part-time,0,2.0,59191.0
833,Business Intelligence Analyst,Senior,Small,USA,Full-time,0,4.0,100151.0
834,Data Engineer,Senior,Small,Germany,Full-time,50,7.0,134447.0
835,Data Engineer,Entry,Large,Germany,Full-time,50,11.0,78861.0
836,Data Analyst,Mid,Medium,Germany,Full-time,50,1.0,63475.0
837,Data Scientist,Mid,Large,India,Full-time,50,4.0,75032.0
838,Data Scientist,Mid,Medium,India,Part-time,100,5.0,69599.0
839,Business Intelligence Analyst,Senior,Small,Australia,Contract,0,7.0,137274.0
840,Business Intelligence Analyst,Senior,Large,India,Full-time,100,7.0,127218.0
841,Data Engineer,Senior,Small,USA,Contract,50,7.0,117977.0
842,Machine Learning Engineer,Entry,Medium,Australia,Part-time,100,14.0,97226.0
843,Data Analyst,Entry,Medium,Australia,Part-time,100,7.0,33793.0
844,Data Analyst,Senior,Medium,Australia,Full-time,0,8.0,121659.0
845,Data Engineer,Entry,Small,Canada,Part-time,100,3.0,30162.0
846,AI Engineer,Mid,Medium,USA,Contract,0,11.0,105705.0
847,Machine Learning Engineer,Entry,Small,Germany,Full-time,50,8.0,66040.0
848,Data Engineer,Mid,Large,USA,Full-time,100,10.0,94270.0
849,Machine Learning Engineer,Entry,Medium,Canada,Contract,50,6.0,53286.0
850,Machine Learning Engineer,Mid,Medium,India,Full-time,0,7.0,68603.0
851,Machine Learning Engineer,Executive,Medium,USA,Full-time,50,3.0,148772.0
852,Data Engineer,Entry,Large,Australia,Contract,50,1.0,32600.0
853,Data Analyst,Entry,Medium,Germany,Full-time,0,7.0,47291.0
854,Data Analyst,Mid,Small,Germany,Full-time,50,5.0,78123.0
855,Machine Learning Engineer,Senior,Small,India,Contract,50,11.0,138811.0
856,AI Engineer,Entry,Medium,USA,Part-time,50,14.0,93347.0
857,Data Scientist,Mid,Medium,Canada,Contract,100,2.0,63851.0
858,Data Engineer,Entry,Large,India,Full-time,50,6.0,55513.0
859,Data Scientist,Senior,Large,USA,Contract,0,9.0,130142.0
860,AI Engineer,Mid,Large,UK,Full-time,100,6.0,82194.0
861,Data Engineer,Senior,Medium,Germany,Full-time,100,5.0,112526.0
862,Machine Learning Engineer,Senior,Large,Canada,Contract,0,1.0,104362.0
863,Data Analyst,Entry,Large,Australia,Full-time,50,7.0,58513.0
864,Data Scientist,Senior,Small,Canada,Part-time,100,0.0,92084.0
865,Business Intelligence Analyst,Entry,Large,Australia,Full-time,100,12.0,83349.0
866,Business Intelligence Analyst,Senior,Small,Canada,Contract,100,0.0,95068.0
867,AI Engineer,Mid,Small,Germany,Part-time,50,5.0,69595.0
868,Machine Learning Engineer,Senior,Large,Australia,Part-time,100,4.0,115402.0
869,Data Scientist,Entry,Small,USA,Full-time,0,8.0,59955.0
870,Machine Learning Engineer,Entry,Medium,Australia,Contract,50,7.0,88554.0
871,Data Scientist,Mid,Medium,India,Full-time,0,11.0,108996.0
872,AI Engineer,Mid,Large,USA,Full-time,0,6.0,89405.0
873,AI Engineer,Entry,Medium,India,Contract,100,1.0,16185.0
874,Business Intelligence Analyst,Mid,Small,Canada,Contract,100,12.0,103285.0
875,Machine Learning Engineer,Entry,Medium,USA,Full-time,100,11.0,68447.0
876,Data Engineer,Mid,Large,Canada,Part-time,0,6.0,80662.0
877,Business Intelligence Analyst,Senior,Large,UK,Full-time,50,14.0,154899.0
878,Machine Learning Engineer,Mid,Small,Canada,Part-time,100,2.0,66060.0
879,Business Intelligence Analyst,Entry,Large,Canada,Full-time,100,0.0,11935.0
880,Data Engineer,Mid,Medium,India,Contract,0,7.0,99445.0
881,Data Analyst,Entry,Large,Australia,Part-time,50,7.0,54274.0
882,Data Analyst,Executive,Small,UK,Contract,0,13.0,195335.0
883,Data Analyst,Entry,Large,Canada,Contract,100,11.0,82669.0
884,Data Analyst,Senior,Medium,Canada,Contract,0,2.0,98545.0
885,Data Scientist,Executive,Small,UK,Contract,100,10.0,177479.0
886,Data Analyst,Senior,Medium,UK,Contract,50,7.0,120255.0
887,Data Engineer,Mid,Small,USA,Full-time,0,6.0,88269.0
888,AI Engineer,Senior,Large,India,Part-time,100,11.0,140062.0
889,AI Engineer,Executive,Small,UK,Full-time,100,14.0,197066.0
890,Data Scientist,Mid,Small,UK,Full-time,100,1.0,55712.0
891,Data Analyst,Mid,Large,India,Full-time,100,12.0,115991.0
892,Data Analyst,Mid,Medium,Australia,Contract,0,7.0,108022.0
893,Data Analyst,Mid,Large,UK,Full-time,100,7.0,106547.0
894,Business Intelligence Analyst,Mid,Small,India,Part-time,0,0.0,52210.0
895,Machine Learning Engineer,Mid,Large,Australia,Full-time,100,6.0,74204.0
896,Business Intelligence Analyst,Entry,Small,Australia,Contract,0,12.0,77590.0
897,Machine Learning Engineer,Entry,Large,Canada,Part-time,0,0.0,11368.0
898,Data Analyst,Entry,Large,Canada,Part-time,100,5.0,46529.0
899,Data Analyst,Entry,Medium,Canada,Part-time,100,12.0,88141.0
900,Business Intelligence Analyst,Entry,Small,Canada,Part-time,100,10.0,75945.0
901,Business Intelligence Analyst,Mid,Medium,Germany,Full-time,100,9.0,94709.0
902,Machine Learning Engineer,Entry,Small,UK,Contract,50,10.0,73644.0
903,AI Engineer,Senior,Large,Canada,Part-time,100,9.0,129917.0
904,Machine Learning Engineer,Entry,Small,USA,Part-time,100,7.0,64868.0
905,Business Intelligence Analyst,Entry,Medium,Canada,Contract,100,6.0,51877.0
906,Data Engineer,Senior,Medium,UK,Full-time,0,3.0,108224.0
907,Business Intelligence Analyst,Mid,Medium,Canada,Part-time,100,0.0,43052.0
908,Data Engineer,Entry,Small,Germany,Full-time,0,0.0,18382.0
909,Data Scientist,Senior,Medium,India,Full-time,0,3.0,112316.0
910,Business Intelligence Analyst,Senior,Medium,India,Full-time,0,4.0,107240.0
911,Data Scientist,Mid,Medium,UK,Full-time,0,11.0,98238.0
912,AI Engineer,Mid,Large,India,Part-time,50,6.0,80407.0
913,Machine Learning Engineer,Executive,Large,India,Part-time,100,13.0,185565.0
914,Data Engineer,Mid,Small,USA,Full-time,0,3.0,60558.0
915,Machine Learning Engineer,Mid,Small,UK,Full-time,100,9.0,101375.0
916,Data Scientist,Senior,Medium,UK,Contract,0,13.0,162127.0
917,Data Engineer,Entry,Large,India,Contract,50,11.0,76103.0
918,Machine Learning Engineer,Mid,Medium,India,Contract,0,0.0,55174.0
919,Business Intelligence Analyst,Entry,Medium,India,Part-time,100,10.0,88269.0
920,Data Analyst,Senior,Large,Australia,Contract,100,9.0,133753.0
921,Data Scientist,Mid,Large,Germany,Part-time,50,6.0,75629.0
922,Machine Learning Engineer,Mid,Large,Canada,Part-time,100,1.0,51318.0
923,Data Scientist,Entry,Small,Germany,Part-time,100,12.0,70301.0
924,Data Scientist,Entry,Small,UK,Part-time,0,10.0,67506.0
925,Data Engineer,Mid,Medium,USA,Contract,100,1.0,53701.0
926,Data Engineer,Senior,Small,Canada,Full-time,0,7.0,121962.0
927,Data Analyst,Mid,Large,USA,Full-time,50,11.0,100429.0
928,Business Intelligence Analyst,Entry,Large,Australia,Full-time,100,9.0,70866.0
929,Data Scientist,Senior,Small,UK,Contract,0,9.0,132248.0
930,Machine Learning Engineer,Entry,Medium,Australia,Full-time,100,9.0,74829.0
931,AI Engineer,Executive,Medium,UK,Contract,0,4.0,142203.0
932,Data Scientist,Entry,Small,USA,Contract,50,9.0,74218.0
933,Data Scientist,Mid,Medium,USA,Contract,0,1.0,47479.0
934,Data Analyst,Entry,Medium,USA,Full-time,100,4.0,40386.0
935,Business Intelligence Analyst,Senior,Medium,UK,Full-time,0,7.0,115434.0
936,AI Engineer,Mid,Large,India,Full-time,100,5.0,75230.0
937,Data Engineer,Entry,Large,USA,Part-time,50,2.0,21706.0
938,Data Engineer,Mid,Small,Australia,Contract,0,7.0,80725.0
939,Machine Learning Engineer,Entry,Large,Canada,Part-time,100,14.0,88269.0
940,AI Engineer,Entry,Medium,UK,Contract,100,13.0,78959.0
941,Data Engineer,Senior,Large,Australia,Full-time,100,8.0,134521.0
942,Machine Learning Engineer,Mid,Small,Germany,Contract,0,4.0,71143.0
943,Business Intelligence Analyst,Senior,Large,Germany,Contract,0,12.0,146825.0
944,Machine Learning Engineer,Mid,Medium,Canada,Part-time,0,1.0,51347.0
945,Data Engineer,Mid,Medium,India,Contract,50,1.0,57841.0
946,Data Analyst,Entry,Small,USA,Full-time,100,6.0,42713.0
947,Data Analyst,Entry,Large,UK,Contract,100,0.0,21561.0
948,Data Analyst,Senior,Large,Australia,Contract,50,9.0,137787.0
949,Data Engineer,Executive,Large,USA,Contract,50,11.0,181512.0
950,Data Analyst,Entry,Medium,Australia,Part-time,0,1.0,25596.0
951,AI Engineer,Entry,Small,UK,Contract,0,9.0,74930.0
952,Business Intelligence Analyst,Mid,Large,Germany,Contract,0,3.0,70182.0
953,Machine Learning Engineer,Executive,Medium,USA,Part-time,0,0.0,138687.0
954,Machine Learning Engineer,Entry,Medium,Canada,Part-time,0,3.0,28221.0
955,Data Engineer,Mid,Medium,India,Part-time,0,7.0,101082.0
956,Data Analyst,Senior,Large,Canada,Part-time,50,11.0,143637.0
957,Data Analyst,Entry,Large,India,Full-time,50,10.0,73123.0
958,Data Scientist,Entry,Large,Australia,Full-time,50,12.0,83042.0
959,Business Intelligence Analyst,Mid,Large,USA,Contract,100,9.0,99133.0
960,AI Engineer,Senior,Large,USA,Full-time,100,14.0,167976.0
961,Machine Learning Engineer,Entry,Large,India,Contract,0,4.0,35608.0
962,Data Scientist,Mid,Large,Germany,Full-time,50,8.0,85526.0
963,Data Scientist,Mid,Large,India,Part-time,100,0.0,46472.0
964,Data Engineer,Mid,Large,Canada,Part-time,100,11.0,97775.0
965,Machine Learning Engineer,Mid,Medium,Australia,Full-time,50,4.0,75828.0
966,Data Engineer,Mid,Large,Canada,Full-time,100,1.0,57008.0
967,AI Engineer,Mid,Small,Canada,Contract,100,8.0,97974.0
968,Data Scientist,Mid,Medium,Australia,Contract,50,5.0,80055.0
969,Data Scientist,Mid,Large,Australia,Contract,100,1.0,63615.0
970,Business Intelligence Analyst,Mid,Small,USA,Part-time,50,13.0,110118.0
971,AI Engineer,Senior,Large,India,Part-time,100,2.0,97960.0
972,Data Scientist,Entry,Small,UK,Part-time,50,13.0,92945.0
973,AI Engineer,Senior,Small,UK,Part-time,100,7.0,127464.0
974,Machine Learning Engineer,Senior,Small,India,Contract,100,0.0,87596.0
975,Data Analyst,Entry,Small,Australia,Part-time,50,11.0,72240.0
976,Data Scientist,Mid,Medium,USA,Part-time,100,2.0,54942.0
977,Business Intelligence Analyst,Mid,Medium,UK,Part-time,50,12.0,119622.0
978,Machine Learning Engineer,Entry,Small,India,Part-time,50,9.0,68536.0
979,AI Engineer,Mid,Large,USA,Full-time,100,0.0,41600.0
980,Data Engineer,Entry,Small,USA,Contract,0,10.0,65700.0
981,Machine Learning Engineer,Entry,Medium,UK,Contract,100,10.0,66071.0
982,Data Scientist,Senior,Large,Germany,Part-time,0,7.0,125248.0
983,AI Engineer,Entry,Medium,India,Full-time,0,0.0,22523.0
984,Data Analyst,Senior,Medium,UK,Contract,100,12.0,157093.0
985,Machine Learning Engineer,Mid,Large,Germany,Contract,0,4.0,79355.0
986,Data Scientist,Senior,Small,USA,Part-time,50,3.0,112177.0
987,Business Intelligence Analyst,Mid,Small,Germany,Part-time,50,6.0,88269.0
988,Data Engineer,Entry,Small,USA,Contract,0,13.0,86047.0
989,AI Engineer,Mid,Small,UK,Contract,50,4.0,65765.0
990,Machine Learning Engineer,Entry,Large,Australia,Full-time,100,7.0,45026.0
991,Machine Learning Engineer,Mid,Large,UK,Contract,50,11.0,88269.0
992,Data Analyst,Senior,Large,Canada,Contract,0,13.0,164485.0
993,Data Analyst,Entry,Medium,Canada,Part-time,100,10.0,66609.0
994,Business Intelligence Analyst,Mid,Large,India,Contract,50,0.0,49314.0
995,Data Engineer,Senior,Small,UK,Part-time,100,4.0,116258.0
996,Business Intelligence Analyst,Senior,Medium,India,Contract,0,3.0,100309.0
997,Data Scientist,Mid,Small,UK,Contract,50,2.0,50011.0
998,Data Scientist,Entry,Small,Australia,Contract,100,4.0,45389.0
999,Business Intelligence Analyst,Mid,Large,Germany,Full-time,100,9.0,98671.0
1000,Data Engineer,Entry,Large,UK,Part-time,50,14.0,85774.0
1001,Business Intelligence Analyst,Senior,Small,UK,Full-time,100,7.0,106563.0
1002,Data Engineer,Executive,Small,USA,Contract,100,7.0,155796.0
1003,Data Engineer,Senior,Medium,USA,Full-time,0,12.0,147279.0
1004,AI Engineer,Senior,Large,USA,Part-time,0,2.0,97188.0
1005,Data Engineer,Entry,Medium,UK,Contract,0,0.0,12024.0
1006,Data Analyst,Senior,Medium,India,Full-time,0,8.0,127666.0
1007,Data Engineer,Senior,Medium,Germany,Full-time,0,14.0,153217.0
1008,Data Engineer,Entry,Small,Germany,Part-time,0,7.0,88269.0
1009,Data Engineer,Senior,Medium,Australia,Full-time,50,5.0,110285.0
1010,Data Scientist,Entry,Medium,India,Part-time,0,9.0,62370.0
1011,Data Analyst,Mid,Small,India,Contract,100,0.0,88269.0
1012,Data Analyst,Senior,Large,Germany,Contract,50,7.0,121856.0
1013,Business Intelligence Analyst,Mid,Large,Canada,Full-time,100,1.0,88269.0
1014,AI Engineer,Entry,Medium,USA,Contract,0,8.0,54866.0
1015,Data Engineer,Mid,Small,USA,Contract,0,13.0,118566.0
1016,Machine Learning Engineer,Mid,Large,Germany,Full-time,100,7.0,80054.0
1017,AI Engineer,Senior,Medium,India,Contract,100,2.0,99108.0
1018,AI Engineer,Mid,Medium,Australia,Full-time,100,12.0,118454.0
1019,Data Analyst,Mid,Small,Canada,Part-time,50,4.0,61781.0
1020,AI Engineer,Senior,Medium,Germany,Part-time,0,8.0,137900.0
1021,Data Engineer,Mid,Large,USA,Part-time,100,12.0,111062.0
1022,Data Engineer,Mid,Small,UK,Full-time,0,0.0,51774.0
1023,Data Scientist,Mid,Large,India,Full-time,100,8.0,95958.0
1024,Data Engineer,Senior,Large,UK,Contract,0,14.0,169674.0
1025,Data Engineer,Mid,Large,Australia,Contract,50,3.0,64638.0
1026,Data Analyst,Mid,Medium,Germany,Contract,0,3.0,56379.0
1027,Data Engineer,Entry,Medium,USA,Contract,100,14.0,89675.0
1028,Data Scientist,Entry,Large,Canada,Contract,0,3.0,35266.0
1029,Machine Learning Engineer,Entry,Large,UK,Full-time,50,9.0,72184.0
1030,Data Analyst,Entry,Small,Canada,Full-time,50,11.0,80195.0
1031,Machine Learning Engineer,Mid,Small,Australia,Part-time,0,8.0,90929.0
1032,Data Analyst,Senior,Medium,USA,Part-time,100,13.0,150267.0
1033,Business Intelligence Analyst,Mid,Medium,UK,Part-time,50,5.0,84879.0
1034,AI Engineer,Senior,Small,Australia,Part-time,50,10.0,133257.0
1035,Business Intelligence Analyst,Executive,Large,Canada,Full-time,0,7.0,167069.0
1036,Data Engineer,Senior,Medium,Canada,Full-time,50,11.0,135981.0
1037,Machine Learning Engineer,Mid,Large,UK,Full-time,50,13.0,115668.0
1038,Data Engineer,Mid,Small,USA,Contract,100,3.0,73472.0
1039,AI Engineer,Mid,Medium,Canada,Contract,100,2.0,69336.0
1040,Data Analyst,Entry,Medium,Germany,Part-time,100,13.0,86656.0
1041,AI Engineer,Mid,Small,Australia,Contract,0,0.0,58510.0
1042,Data Scientist,Senior,Medium,UK,Full-time,50,9.0,133063.0
1043,AI Engineer,Senior,Small,India,Part-time,0,14.0,168975.0
1044,Data Scientist,Entry,Medium,India,Part-time,50,14.0,89665.0
1045,AI Engineer,Mid,Small,USA,Contract,50,6.0,89706.0
1046,Data Scientist,Senior,Medium,Germany,Part-time,50,3.0,101437.0
1047,Machine Learning Engineer,Entry,Large,India,Contract,100,13.0,85375.0
1048,Data Engineer,Mid,Large,India,Contract,0,7.0,77861.0
1049,Data Engineer,Senior,Large,USA,Part-time,0,13.0,157842.0
1050,Business Intelligence Analyst,Mid,Medium,Australia,Contract,50,2.0,68039.0
1051,Data Engineer,Entry,Medium,Germany,Contract,0,0.0,28139.0
1052,Data Analyst,Mid,Large,Germany,Contract,100,4.0,66227.0
1053,AI Engineer,Senior,Large,USA,Contract,0,13.0,156424.0
1054,Business Intelligence Analyst,Mid,Small,USA,Part-time,50,1.0,54643.0
1055,Data Analyst,Entry,Small,Canada,Full-time,100,2.0,30310.0
1056,Data Analyst,Mid,Small,USA,Full-time,100,13.0,123951.0
1057,Data Scientist,Mid,Large,Canada,Contract,50,5.0,80233.0
1058,Data Engineer,Mid,Large,Canada,Contract,0,2.0,63200.0
1059,Machine Learning Engineer,Senior,Large,UK,Contract,50,2.0,88269.0
1060,Machine Learning Engineer,Entry,Small,India,Full-time,0,11.0,75532.0
1061,Business Intelligence Analyst,Senior,Medium,Australia,Contract,0,5.0,114680.0
1062,Machine Learning Engineer,Entry,Large,Germany,Part-time,100,4.0,88269.0
1063,AI Engineer,Mid,Medium,Germany,Part-time,50,9.0,92150.0
1064,Machine Learning Engineer,Entry,Medium,UK,Part-time,100,7.0,51766.0
1065,Business Intelligence Analyst,Mid,Medium,Canada,Full-time,50,0.0,43549.0
1066,Machine Learning Engineer,Mid,Small,Canada,Contract,50,12.0,118693.0
1067,AI Engineer,Mid,Medium,USA,Contract,100,2.0,59634.0
1068,Data Scientist,Entry,Large,UK,Contract,50,2.0,21976.0
1069,Business Intelligence Analyst,Mid,Small,USA,Full-time,50,10.0,105560.0
1070,Data Scientist,Entry,Large,UK,Full-time,0,5.0,47165.0
1071,Data Scientist,Senior,Large,USA,Full-time,50,7.0,117490.0
1072,Data Scientist,Senior,Small,India,Full-time,50,2.0,101995.0
1073,Data Analyst,Mid,Large,Germany,Part-time,100,2.0,62019.0
1074,Data Engineer,Mid,Large,Germany,Full-time,100,5.0,72425.0
1075,Data Analyst,Mid,Small,Australia,Full-time,50,7.0,87857.0
1076,Data Engineer,Entry,Large,Canada,Full-time,0,5.0,43689.0
1077,Data Scientist,Mid,Medium,Australia,Contract,0,7.0,103976.0
1078,Business Intelligence Analyst,Senior,Large,India,Contract,100,11.0,149205.0
1079,Data Engineer,Mid,Medium,Australia,Contract,50,13.0,105704.0
1080,AI Engineer,Entry,Large,Germany,Part-time,50,9.0,60452.0
1081,AI Engineer,Senior,Small,Canada,Part-time,0,2.0,88269.0
1082,Machine Learning Engineer,Mid,Small,India,Full-time,0,3.0,61094.0
1083,Data Engineer,Senior,Large,Germany,Contract,0,0.0,83681.0
1084,Business Intelligence Analyst,Mid,Small,USA,Part-time,100,12.0,118300.0
1085,Data Analyst,Mid,Large,UK,Contract,50,7.0,84566.0
1086,Data Scientist,Entry,Small,India,Part-time,100,3.0,32501.0
1087,Machine Learning Engineer,Entry,Medium,Canada,Part-time,50,5.0,36845.0
1088,AI Engineer,Executive,Large,Australia,Full-time,100,10.0,176413.0
1089,Data Analyst,Entry,Medium,Australia,Full-time,50,2.0,27990.0
1090,Data Analyst,Executive,Medium,India,Part-time,0,10.0,179628.0
1091,Data Scientist,Mid,Large,Canada,Full-time,0,11.0,108230.0
1092,Data Engineer,Entry,Medium,India,Part-time,0,10.0,79474.0
1093,AI Engineer,Entry,Large,Canada,Part-time,100,5.0,52754.0
1094,Business Intelligence Analyst,Entry,Medium,Australia,Contract,0,11.0,83312.0
1095,Data Analyst,Senior,Large,Germany,Full-time,50,10.0,131636.0
1096,Data Scientist,Mid,Large,USA,Full-time,100,8.0,98227.0
1097,Business Intelligence Analyst,Mid,Small,Germany,Full-time,50,8.0,94707.0
1098,Data Engineer,Mid,Large,USA,Contract,100,9.0,102215.0
1099,AI Engineer,Entry,Large,Australia,Contract,50,2.0,25538.0
1100,Data Engineer,Mid,Medium,Germany,Contract,50,2.0,60317.0
1101,Data Analyst,Entry,Large,Germany,Full-time,100,3.0,37454.0
1102,Business Intelligence Analyst,Senior,Small,India,Full-time,100,11.0,88269.0
1103,Business Intelligence Analyst,Mid,Medium,UK,Full-time,0,6.0,78455.0
1104,Business Intelligence Analyst,Mid,Medium,Australia,Contract,0,2.0,65059.0
1105,Data Analyst,Mid,Small,Canada,Contract,50,9.0,100630.0
1106,Data Analyst,Mid,Medium,Australia,Part-time,50,7.0,76286.0
1107,Data Engineer,Executive,Medium,Canada,Contract,50,10.0,171529.0
1108,Machine Learning Engineer,Mid,Medium,Canada,Part-time,100,7.0,85000.0
1109,Data Engineer,Entry,Medium,USA,Full-time,100,5.0,41655.0
1110,AI Engineer,Mid,Small,Canada,Contract,0,3.0,56877.0
1111,Data Scientist,Entry,Small,Canada,Full-time,50,10.0,69941.0
1112,Business Intelligence Analyst,Entry,Medium,India,Full-time,0,11.0,83862.0
1113,Machine Learning Engineer,Executive,Medium,Germany,Full-time,100,10.0,183055.0
1114,Data Scientist,Senior,Small,Australia,Full-time,100,4.0,116484.0
1115,Machine Learning Engineer,Executive,Small,Australia,Contract,100,11.0,178087.0
1116,Data Engineer,Mid,Small,Canada,Full-time,0,1.0,50828.0
1117,Data Analyst,Mid,Medium,UK,Part-time,100,12.0,118675.0
1118,Business Intelligence Analyst,Entry,Medium,Australia,Contract,50,5.0,52077.0
1119,Data Engineer,Entry,Large,Canada,Full-time,0,2.0,88269.0
1120,Data Scientist,Senior,Small,USA,Contract,100,14.0,161432.0
1121,Data Scientist,Mid,Medium,USA,Part-time,0,5.0,68491.0
1122,Data Scientist,Senior,Small,India,Full-time,0,11.0,148358.0
1123,Data Scientist,Senior,Medium,Canada,Part-time,100,4.0,113354.0
1124,Data Scientist,Entry,Small,India,Full-time,100,13.0,88269.0
1125,Machine Learning Engineer,Mid,Medium,UK,Part-time,0,1.0,47268.0
1126,Data Engineer,Mid,Large,Canada,Full-time,0,14.0,115632.0
1127,Business Intelligence Analyst,Entry,Large,India,Contract,100,11.0,68783.0
1128,Data Analyst,Senior,Small,India,Full-time,50,12.0,154479.0
1129,Data Analyst,Mid,Medium,Australia,Contract,0,13.0,120387.0
1130,Data Engineer,Entry,Medium,India,Full-time,0,4.0,35969.0
1131,Data Engineer,Mid,Small,Canada,Full-time,50,4.0,88269.0
1132,Data Analyst,Executive,Medium,India,Part-time,100,13.0,193850.0
1133,Data Analyst,Entry,Small,India,Part-time,100,8.0,65172.0
1134,Machine Learning Engineer,Senior,Medium,India,Part-time,50,10.0,147402.0
